Imobilizado;Subnº;Incorporação em;Denominação do imobilizado;Nº inventário;Nº de série;Centro custo;Link;QRCODE
22004364;0;28/03/2024;CAMISA PORTA CLICHE PASSO 410 MANDRIL 108,342;;M88786;100005003;https://videplast.com.br/consulta-imobilizado?id=22004364&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20410%20MANDRIL%20108,342;#BLOQUEADO!
22004365;0;28/03/2024;CAMISA PORTA CLICHE PASSO 410 MANDRIL 108,342;;M88780;100005003;https://videplast.com.br/consulta-imobilizado?id=22004365&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20410%20MANDRIL%20108,342;#BLOQUEADO!
22004366;0;28/03/2024;CAMISA PORTA CLICHE PASSO 410 MANDRIL 108,342;;M88787;100005003;https://videplast.com.br/consulta-imobilizado?id=22004366&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20410%20MANDRIL%20108,342;#BLOQUEADO!
22004367;0;28/03/2024;CAMISA PORTA CLICHE PASSO 410 MANDRIL 108,342;;M88781;100005003;https://videplast.com.br/consulta-imobilizado?id=22004367&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20410%20MANDRIL%20108,342;#BLOQUEADO!
22004368;0;28/03/2024;CAMISA PORTA CLICHE PASSO 410 MANDRIL 108,342;;M88783;100005003;https://videplast.com.br/consulta-imobilizado?id=22004368&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20410%20MANDRIL%20108,342;#BLOQUEADO!
22004369;0;28/03/2024;CAMISA PORTA CLICHE PASSO 410 MANDRIL 108,342;;M88785;100005003;https://videplast.com.br/consulta-imobilizado?id=22004369&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20410%20MANDRIL%20108,342;#BLOQUEADO!
22004370;0;28/03/2024;CAMISA PORTA CLICHE PASSO 420 MANDRIL 108,342;;M88790;100005003;https://videplast.com.br/consulta-imobilizado?id=22004370&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20420%20MANDRIL%20108,342;#BLOQUEADO!
22004371;0;28/03/2024;CAMISA PORTA CLICHE PASSO 420 MANDRIL 108,342;;M88792;100005003;https://videplast.com.br/consulta-imobilizado?id=22004371&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20420%20MANDRIL%20108,342;#BLOQUEADO!
22004372;0;28/03/2024;CAMISA PORTA CLICHE PASSO 420 MANDRIL 108,342;;M88795;100005003;https://videplast.com.br/consulta-imobilizado?id=22004372&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20420%20MANDRIL%20108,342;#BLOQUEADO!
22004373;0;28/03/2024;CAMISA PORTA CLICHE PASSO 420 MANDRIL 108,342;;M88791;100005003;https://videplast.com.br/consulta-imobilizado?id=22004373&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20420%20MANDRIL%20108,342;#BLOQUEADO!
22004374;0;28/03/2024;CAMISA PORTA CLICHE PASSO 420 MANDRIL 108,342;;M88789;100005003;https://videplast.com.br/consulta-imobilizado?id=22004374&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20420%20MANDRIL%20108,342;#BLOQUEADO!
22004375;0;28/03/2024;CAMISA PORTA CLICHE PASSO 420 MANDRIL 108,342;;M88788;100005003;https://videplast.com.br/consulta-imobilizado?id=22004375&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20420%20MANDRIL%20108,342;#BLOQUEADO!
22004376;0;28/03/2024;CAMISA PORTA CLICHE PASSO 420 MANDRIL 108,342;;M88793;100005003;https://videplast.com.br/consulta-imobilizado?id=22004376&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20420%20MANDRIL%20108,342;#BLOQUEADO!
22004377;0;28/03/2024;CAMISA PORTA CLICHE PASSO 420 MANDRIL 108,342;;M88794;100005003;https://videplast.com.br/consulta-imobilizado?id=22004377&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20420%20MANDRIL%20108,342;#BLOQUEADO!
22004378;0;28/03/2024;CAMISA PORTA CLICHE PASSO 450 MANDRIL 108,342;;M88807;100005003;https://videplast.com.br/consulta-imobilizado?id=22004378&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20450%20MANDRIL%20108,342;#BLOQUEADO!
22004379;0;28/03/2024;CAMISA PORTA CLICHE PASSO 450 MANDRIL 108,342;;M88806;100005003;https://videplast.com.br/consulta-imobilizado?id=22004379&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20450%20MANDRIL%20108,342;#BLOQUEADO!
22004380;0;28/03/2024;CAMISA PORTA CLICHE PASSO 450 MANDRIL 108,342;;M88805;100005003;https://videplast.com.br/consulta-imobilizado?id=22004380&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20450%20MANDRIL%20108,342;#BLOQUEADO!
22004381;0;28/03/2024;CAMISA PORTA CLICHE PASSO 450 MANDRIL 108,342;;M88804;100005003;https://videplast.com.br/consulta-imobilizado?id=22004381&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20450%20MANDRIL%20108,342;#BLOQUEADO!
22004382;0;28/03/2024;CAMISA PORTA CLICHE PASSO 450 MANDRIL 108,342;;M88811;100005003;https://videplast.com.br/consulta-imobilizado?id=22004382&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20450%20MANDRIL%20108,342;#BLOQUEADO!
22004383;0;28/03/2024;CAMISA PORTA CLICHE PASSO 450 MANDRIL 108,342;;M88808;100005003;https://videplast.com.br/consulta-imobilizado?id=22004383&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20450%20MANDRIL%20108,342;#BLOQUEADO!
22004384;0;28/03/2024;CAMISA PORTA CLICHE PASSO 450 MANDRIL 108,342;;M88809;100005003;https://videplast.com.br/consulta-imobilizado?id=22004384&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20450%20MANDRIL%20108,342;#BLOQUEADO!
22004385;0;28/03/2024;CAMISA PORTA CLICHE PASSO 450 MANDRIL 108,342;;M88810;100005003;https://videplast.com.br/consulta-imobilizado?id=22004385&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20450%20MANDRIL%20108,342;#BLOQUEADO!
22004386;0;28/03/2024;CAMISA PORTA CLICHE PASSO 460 MANDRIL 108,342;;M88812;100005003;https://videplast.com.br/consulta-imobilizado?id=22004386&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20460%20MANDRIL%20108,342;#BLOQUEADO!
22004387;0;28/03/2024;CAMISA PORTA CLICHE PASSO 460 MANDRIL 108,342;;M88813;100005003;https://videplast.com.br/consulta-imobilizado?id=22004387&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20460%20MANDRIL%20108,342;#BLOQUEADO!
22004388;0;28/03/2024;CAMISA PORTA CLICHE PASSO 460 MANDRIL 108,342;;M88816;100005003;https://videplast.com.br/consulta-imobilizado?id=22004388&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20460%20MANDRIL%20108,342;#BLOQUEADO!
22004389;0;28/03/2024;CAMISA PORTA CLICHE PASSO 460 MANDRIL 108,342;;M88818;100005003;https://videplast.com.br/consulta-imobilizado?id=22004389&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20460%20MANDRIL%20108,342;#BLOQUEADO!
22004390;0;28/03/2024;CAMISA PORTA CLICHE PASSO 460 MANDRIL 108,342;;M88814;100005003;https://videplast.com.br/consulta-imobilizado?id=22004390&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20460%20MANDRIL%20108,342;#BLOQUEADO!
22004391;0;28/03/2024;CAMISA PORTA CLICHE PASSO 460 MANDRIL 108,342;;M88817;100005003;https://videplast.com.br/consulta-imobilizado?id=22004391&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20460%20MANDRIL%20108,342;#BLOQUEADO!
22004392;0;28/03/2024;CAMISA PORTA CLICHE PASSO 460 MANDRIL 108,342;;M88819;100005003;https://videplast.com.br/consulta-imobilizado?id=22004392&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20460%20MANDRIL%20108,342;#BLOQUEADO!
22004393;0;28/03/2024;CAMISA PORTA CLICHE PASSO 460 MANDRIL 108,342;;M88815;100005003;https://videplast.com.br/consulta-imobilizado?id=22004393&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20460%20MANDRIL%20108,342;#BLOQUEADO!
22004394;0;28/03/2024;CAMISA PORTA CLICHE PASSO 470 MANDRIL 108,342;;M88839;100005003;https://videplast.com.br/consulta-imobilizado?id=22004394&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20470%20MANDRIL%20108,342;#BLOQUEADO!
22004395;0;28/03/2024;CAMISA PORTA CLICHE PASSO 470 MANDRIL 108,342;;M88834;100005003;https://videplast.com.br/consulta-imobilizado?id=22004395&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20470%20MANDRIL%20108,342;#BLOQUEADO!
22004396;0;28/03/2024;CAMISA PORTA CLICHE PASSO 470 MANDRIL 108,342;;M88837;100005003;https://videplast.com.br/consulta-imobilizado?id=22004396&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20470%20MANDRIL%20108,342;#BLOQUEADO!
22004397;0;28/03/2024;CAMISA PORTA CLICHE PASSO 470 MANDRIL 108,342;;M88835;100005003;https://videplast.com.br/consulta-imobilizado?id=22004397&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20470%20MANDRIL%20108,342;#BLOQUEADO!
22004398;0;28/03/2024;CAMISA PORTA CLICHE PASSO 470 MANDRIL 108,342;;M88838;100005003;https://videplast.com.br/consulta-imobilizado?id=22004398&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20470%20MANDRIL%20108,342;#BLOQUEADO!
22004399;0;28/03/2024;CAMISA PORTA CLICHE PASSO 470 MANDRIL 108,342;;M88836;100005003;https://videplast.com.br/consulta-imobilizado?id=22004399&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20470%20MANDRIL%20108,342;#BLOQUEADO!
22004400;0;28/03/2024;CAMISA PORTA CLICHE PASSO 470 MANDRIL 108,342;;M88832;100005003;https://videplast.com.br/consulta-imobilizado?id=22004400&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20470%20MANDRIL%20108,342;#BLOQUEADO!
22004401;0;28/03/2024;CAMISA PORTA CLICHE PASSO 470 MANDRIL 108,342;;M88833;100005003;https://videplast.com.br/consulta-imobilizado?id=22004401&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20470%20MANDRIL%20108,342;#BLOQUEADO!
22004402;0;28/03/2024;CAMISA PORTA CLICHE PASSO 480 MANDRIL 108,342;;M88856;100005003;https://videplast.com.br/consulta-imobilizado?id=22004402&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20480%20MANDRIL%20108,342;#BLOQUEADO!
22004403;0;28/03/2024;CAMISA PORTA CLICHE PASSO 480 MANDRIL 108,342;;M88857;100005003;https://videplast.com.br/consulta-imobilizado?id=22004403&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20480%20MANDRIL%20108,342;#BLOQUEADO!
22004404;0;28/03/2024;CAMISA PORTA CLICHE PASSO 480 MANDRIL 108,342;;M88858;100005003;https://videplast.com.br/consulta-imobilizado?id=22004404&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20480%20MANDRIL%20108,342;#BLOQUEADO!
22004405;0;28/03/2024;CAMISA PORTA CLICHE PASSO 480 MANDRIL 108,342;;M88859;100005003;https://videplast.com.br/consulta-imobilizado?id=22004405&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20480%20MANDRIL%20108,342;#BLOQUEADO!
22004406;0;28/03/2024;CAMISA PORTA CLICHE PASSO 480 MANDRIL 108,342;;M88860;100005003;https://videplast.com.br/consulta-imobilizado?id=22004406&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20480%20MANDRIL%20108,342;#BLOQUEADO!
22004407;0;28/03/2024;CAMISA PORTA CLICHE PASSO 480 MANDRIL 108,342;;M88861;100005003;https://videplast.com.br/consulta-imobilizado?id=22004407&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20480%20MANDRIL%20108,342;#BLOQUEADO!
22004408;0;28/03/2024;CAMISA PORTA CLICHE PASSO 480 MANDRIL 108,342;;M88862;100005003;https://videplast.com.br/consulta-imobilizado?id=22004408&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20480%20MANDRIL%20108,342;#BLOQUEADO!
22004409;0;28/03/2024;CAMISA PORTA CLICHE PASSO 480 MANDRIL 108,342;;M88863;100005003;https://videplast.com.br/consulta-imobilizado?id=22004409&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20480%20MANDRIL%20108,342;#BLOQUEADO!
22004410;0;28/03/2024;CAMISA PORTA CLICHE PASSO 490 MANDRIL 108,342;;M88871;100005003;https://videplast.com.br/consulta-imobilizado?id=22004410&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20490%20MANDRIL%20108,342;#BLOQUEADO!
22004411;0;28/03/2024;CAMISA PORTA CLICHE PASSO 490 MANDRIL 108,342;;M88870;100005003;https://videplast.com.br/consulta-imobilizado?id=22004411&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20490%20MANDRIL%20108,342;#BLOQUEADO!
22004412;0;28/03/2024;CAMISA PORTA CLICHE PASSO 490 MANDRIL 108,342;;M88864;100005003;https://videplast.com.br/consulta-imobilizado?id=22004412&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20490%20MANDRIL%20108,342;#BLOQUEADO!
22004413;0;28/03/2024;CAMISA PORTA CLICHE PASSO 490 MANDRIL 108,342;;M88867;100005003;https://videplast.com.br/consulta-imobilizado?id=22004413&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20490%20MANDRIL%20108,342;#BLOQUEADO!
22004414;0;28/03/2024;CAMISA PORTA CLICHE PASSO 490 MANDRIL 108,342;;M88865;100005003;https://videplast.com.br/consulta-imobilizado?id=22004414&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20490%20MANDRIL%20108,342;#BLOQUEADO!
22004415;0;28/03/2024;CAMISA PORTA CLICHE PASSO 490 MANDRIL 108,342;;M88868;100005003;https://videplast.com.br/consulta-imobilizado?id=22004415&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20490%20MANDRIL%20108,342;#BLOQUEADO!
22004416;0;28/03/2024;CAMISA PORTA CLICHE PASSO 490 MANDRIL 108,342;;M88869;100005003;https://videplast.com.br/consulta-imobilizado?id=22004416&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20490%20MANDRIL%20108,342;#BLOQUEADO!
22004417;0;28/03/2024;CAMISA PORTA CLICHE PASSO 490 MANDRIL 108,342;;M88866;100005003;https://videplast.com.br/consulta-imobilizado?id=22004417&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20490%20MANDRIL%20108,342;#BLOQUEADO!
22004418;0;28/03/2024;CAMISA PORTA CLICHE PASSO 550 MANDRIL 108,342;;M88759;100005003;https://videplast.com.br/consulta-imobilizado?id=22004418&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20550%20MANDRIL%20108,342;#BLOQUEADO!
22004419;0;28/03/2024;CAMISA PORTA CLICHE PASSO 550 MANDRIL 108,342;;M88760;100005003;https://videplast.com.br/consulta-imobilizado?id=22004419&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20550%20MANDRIL%20108,342;#BLOQUEADO!
22004420;0;28/03/2024;CAMISA PORTA CLICHE PASSO 550 MANDRIL 108,342;;M88763;100005003;https://videplast.com.br/consulta-imobilizado?id=22004420&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20550%20MANDRIL%20108,342;#BLOQUEADO!
22004421;0;28/03/2024;CAMISA PORTA CLICHE PASSO 550 MANDRIL 108,342;;M88758;100005003;https://videplast.com.br/consulta-imobilizado?id=22004421&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20550%20MANDRIL%20108,342;#BLOQUEADO!
22004422;0;28/03/2024;CAMISA PORTA CLICHE PASSO 550 MANDRIL 108,342;;M88761;100005003;https://videplast.com.br/consulta-imobilizado?id=22004422&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20550%20MANDRIL%20108,342;#BLOQUEADO!
22004423;0;28/03/2024;CAMISA PORTA CLICHE PASSO 550 MANDRIL 108,342;;M88757;100005003;https://videplast.com.br/consulta-imobilizado?id=22004423&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20550%20MANDRIL%20108,342;#BLOQUEADO!
22004424;0;28/03/2024;CAMISA PORTA CLICHE PASSO 550 MANDRIL 108,342;;M88756;100005003;https://videplast.com.br/consulta-imobilizado?id=22004424&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20550%20MANDRIL%20108,342;#BLOQUEADO!
22004425;0;28/03/2024;CAMISA PORTA CLICHE PASSO 550 MANDRIL 108,342;;M88762;100005003;https://videplast.com.br/consulta-imobilizado?id=22004425&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20550%20MANDRIL%20108,342;#BLOQUEADO!
22004426;0;28/03/2024;CAMISA PORTA CLICHE PASSO 570 MANDRIL 108,342;;M88821;100005003;https://videplast.com.br/consulta-imobilizado?id=22004426&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20570%20MANDRIL%20108,342;#BLOQUEADO!
22004427;0;28/03/2024;CAMISA PORTA CLICHE PASSO 570 MANDRIL 108,342;;M88769;100005003;https://videplast.com.br/consulta-imobilizado?id=22004427&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20570%20MANDRIL%20108,342;#BLOQUEADO!
22004428;0;28/03/2024;CAMISA PORTA CLICHE PASSO 570 MANDRIL 108,342;;M88770;100005003;https://videplast.com.br/consulta-imobilizado?id=22004428&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20570%20MANDRIL%20108,342;#BLOQUEADO!
22004429;0;28/03/2024;CAMISA PORTA CLICHE PASSO 570 MANDRIL 108,342;;M88767;100005003;https://videplast.com.br/consulta-imobilizado?id=22004429&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20570%20MANDRIL%20108,342;#BLOQUEADO!
22004430;0;28/03/2024;CAMISA PORTA CLICHE PASSO 570 MANDRIL 108,342;;M88771;100005003;https://videplast.com.br/consulta-imobilizado?id=22004430&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20570%20MANDRIL%20108,342;#BLOQUEADO!
22004431;0;28/03/2024;CAMISA PORTA CLICHE PASSO 570 MANDRIL 108,342;;M88768;100005003;https://videplast.com.br/consulta-imobilizado?id=22004431&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20570%20MANDRIL%20108,342;#BLOQUEADO!
22004432;0;28/03/2024;CAMISA PORTA CLICHE PASSO 570 MANDRIL 108,342;;M88766;100005003;https://videplast.com.br/consulta-imobilizado?id=22004432&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20570%20MANDRIL%20108,342;#BLOQUEADO!
22004433;0;28/03/2024;CAMISA PORTA CLICHE PASSO 570 MANDRIL 108,342;;M88765;100005003;https://videplast.com.br/consulta-imobilizado?id=22004433&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20570%20MANDRIL%20108,342;#BLOQUEADO!
22004434;0;28/03/2024;CAMISA PORTA CLICHE PASSO 580 MANDRIL 108,342;;M88797;100005003;https://videplast.com.br/consulta-imobilizado?id=22004434&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20580%20MANDRIL%20108,342;#BLOQUEADO!
22004435;0;28/03/2024;CAMISA PORTA CLICHE PASSO 580 MANDRIL 108,342;;M88798;100005003;https://videplast.com.br/consulta-imobilizado?id=22004435&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20580%20MANDRIL%20108,342;#BLOQUEADO!
22004436;0;28/03/2024;CAMISA PORTA CLICHE PASSO 580 MANDRIL 108,342;;M88802;100005003;https://videplast.com.br/consulta-imobilizado?id=22004436&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20580%20MANDRIL%20108,342;#BLOQUEADO!
22004437;0;28/03/2024;CAMISA PORTA CLICHE PASSO 580 MANDRIL 108,342;;M88796;100005003;https://videplast.com.br/consulta-imobilizado?id=22004437&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20580%20MANDRIL%20108,342;#BLOQUEADO!
22004438;0;28/03/2024;CAMISA PORTA CLICHE PASSO 580 MANDRIL 108,342;;M88803;100005003;https://videplast.com.br/consulta-imobilizado?id=22004438&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20580%20MANDRIL%20108,342;#BLOQUEADO!
22004439;0;28/03/2024;CAMISA PORTA CLICHE PASSO 580 MANDRIL 108,342;;M88800;100005003;https://videplast.com.br/consulta-imobilizado?id=22004439&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20580%20MANDRIL%20108,342;#BLOQUEADO!
22004440;0;28/03/2024;CAMISA PORTA CLICHE PASSO 580 MANDRIL 108,342;;M88799;100005003;https://videplast.com.br/consulta-imobilizado?id=22004440&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20580%20MANDRIL%20108,342;#BLOQUEADO!
22004441;0;28/03/2024;CAMISA PORTA CLICHE PASSO 580 MANDRIL 108,342;;M88801;100005003;https://videplast.com.br/consulta-imobilizado?id=22004441&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20580%20MANDRIL%20108,342;#BLOQUEADO!
22004442;0;28/03/2024;CAMISA PORTA CLICHE PASSO 600 MANDRIL 108,342;;M88822;100005003;https://videplast.com.br/consulta-imobilizado?id=22004442&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20600%20MANDRIL%20108,342;#BLOQUEADO!
22004443;0;28/03/2024;CAMISA PORTA CLICHE PASSO 600 MANDRIL 108,342;;M88820;100005003;https://videplast.com.br/consulta-imobilizado?id=22004443&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20600%20MANDRIL%20108,342;#BLOQUEADO!
22004444;0;28/03/2024;CAMISA PORTA CLICHE PASSO 600 MANDRIL 108,342;;M88826;100005003;https://videplast.com.br/consulta-imobilizado?id=22004444&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20600%20MANDRIL%20108,342;#BLOQUEADO!
22004445;0;28/03/2024;CAMISA PORTA CLICHE PASSO 600 MANDRIL 108,342;;M88824;100005003;https://videplast.com.br/consulta-imobilizado?id=22004445&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20600%20MANDRIL%20108,342;#BLOQUEADO!
22004446;0;28/03/2024;CAMISA PORTA CLICHE PASSO 600 MANDRIL 108,342;;M88825;100005003;https://videplast.com.br/consulta-imobilizado?id=22004446&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20600%20MANDRIL%20108,342;#BLOQUEADO!
22004447;0;28/03/2024;CAMISA PORTA CLICHE PASSO 600 MANDRIL 108,342;;M88823;100005003;https://videplast.com.br/consulta-imobilizado?id=22004447&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20600%20MANDRIL%20108,342;#BLOQUEADO!
22004448;0;28/03/2024;CAMISA PORTA CLICHE PASSO 600 MANDRIL 108,342;;M88827;100005003;https://videplast.com.br/consulta-imobilizado?id=22004448&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20600%20MANDRIL%20108,342;#BLOQUEADO!
22004449;0;28/03/2024;CAMISA PORTA CLICHE PASSO 600 MANDRIL 108,342;;M88828;100005003;https://videplast.com.br/consulta-imobilizado?id=22004449&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20600%20MANDRIL%20108,342;#BLOQUEADO!
22004450;0;28/03/2024;CAMISA PORTA CLICHE PASSO 620 MANDRIL 108,342;;M88764;100005003;https://videplast.com.br/consulta-imobilizado?id=22004450&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20620%20MANDRIL%20108,342;#BLOQUEADO!
22004451;0;28/03/2024;CAMISA PORTA CLICHE PASSO 620 MANDRIL 108,342;;M88845;100005003;https://videplast.com.br/consulta-imobilizado?id=22004451&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20620%20MANDRIL%20108,342;#BLOQUEADO!
22004452;0;28/03/2024;CAMISA PORTA CLICHE PASSO 620 MANDRIL 108,342;;M88844;100005003;https://videplast.com.br/consulta-imobilizado?id=22004452&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20620%20MANDRIL%20108,342;#BLOQUEADO!
22004453;0;28/03/2024;CAMISA PORTA CLICHE PASSO 620 MANDRIL 108,342;;M88843;100005003;https://videplast.com.br/consulta-imobilizado?id=22004453&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20620%20MANDRIL%20108,342;#BLOQUEADO!
22004454;0;28/03/2024;CAMISA PORTA CLICHE PASSO 620 MANDRIL 108,342;;M88840;100005003;https://videplast.com.br/consulta-imobilizado?id=22004454&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20620%20MANDRIL%20108,342;#BLOQUEADO!
22004455;0;28/03/2024;CAMISA PORTA CLICHE PASSO 620 MANDRIL 108,342;;M88841;100005003;https://videplast.com.br/consulta-imobilizado?id=22004455&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20620%20MANDRIL%20108,342;#BLOQUEADO!
22004456;0;28/03/2024;CAMISA PORTA CLICHE PASSO 620 MANDRIL 108,342;;M88846;100005003;https://videplast.com.br/consulta-imobilizado?id=22004456&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20620%20MANDRIL%20108,342;#BLOQUEADO!
22004457;0;28/03/2024;CAMISA PORTA CLICHE PASSO 620 MANDRIL 108,342;;M88847;100005003;https://videplast.com.br/consulta-imobilizado?id=22004457&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20620%20MANDRIL%20108,342;#BLOQUEADO!
22004458;0;28/03/2024;CAMISA PORTA CLICHE PASSO 660 MANDRIL 108,342;;M88852;100005003;https://videplast.com.br/consulta-imobilizado?id=22004458&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20660%20MANDRIL%20108,342;#BLOQUEADO!
22004459;0;28/03/2024;CAMISA PORTA CLICHE PASSO 660 MANDRIL 108,342;;M88850;100005003;https://videplast.com.br/consulta-imobilizado?id=22004459&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20660%20MANDRIL%20108,342;#BLOQUEADO!
22004460;0;28/03/2024;CAMISA PORTA CLICHE PASSO 660 MANDRIL 108,342;;M88849;100005003;https://videplast.com.br/consulta-imobilizado?id=22004460&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20660%20MANDRIL%20108,342;#BLOQUEADO!
22004461;0;28/03/2024;CAMISA PORTA CLICHE PASSO 660 MANDRIL 108,342;;M88848;100005003;https://videplast.com.br/consulta-imobilizado?id=22004461&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20660%20MANDRIL%20108,342;#BLOQUEADO!
22004462;0;28/03/2024;CAMISA PORTA CLICHE PASSO 660 MANDRIL 108,342;;M88853;100005003;https://videplast.com.br/consulta-imobilizado?id=22004462&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20660%20MANDRIL%20108,342;#BLOQUEADO!
22004463;0;28/03/2024;CAMISA PORTA CLICHE PASSO 660 MANDRIL 108,342;;M88854;100005003;https://videplast.com.br/consulta-imobilizado?id=22004463&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20660%20MANDRIL%20108,342;#BLOQUEADO!
22004464;0;28/03/2024;CAMISA PORTA CLICHE PASSO 660 MANDRIL 108,342;;M88855;100005003;https://videplast.com.br/consulta-imobilizado?id=22004464&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20660%20MANDRIL%20108,342;#BLOQUEADO!
22004465;0;28/03/2024;CAMISA PORTA CLICHE PASSO 660 MANDRIL 108,342;;M88851;100005003;https://videplast.com.br/consulta-imobilizado?id=22004465&nome=CAMISA%20PORTA%20CLICHE%20PASSO%20660%20MANDRIL%20108,342;#BLOQUEADO!
22004466;0;26/04/2024;CAMISA PORTA CLICHE EVERSTAT LIGHT SLEEVE P730;;M88874;100005003;https://videplast.com.br/consulta-imobilizado?id=22004466&nome=CAMISA%20PORTA%20CLICHE%20EVERSTAT%20LIGHT%20SLEEVE%20P730;#BLOQUEADO!
